player_id,player_name,birth_date,position,club,base_rating
P-93048,Claude Makélélé,1973-02-18,Midfielder,,84.2
P-61478,Rüştü Reçber,1973-05-10,Midfielder,,79.2
P-24357,Marcus Rohdén,1991-05-11,Midfielder,,78.1
P-43280,Juan Carlos Paredes,1987-07-08,Defender,,84.8
P-99805,Amr Warda,1993-09-17,Forward,,78.7
P-47490,Nayef Aguerd,1996-03-30,Defender,,81.1
P-91291,Ramadan Sobhi,1997-01-23,Forward,,79.8
P-86163,Michel Bastos,1983-08-02,Defender,,87.1
P-42038,Francesco Totti,1976-09-27,Forward,,81.9
P-35882,Atsushi Yanagisawa,1977-05-27,Forward,,84.5
P-25985,Lorenzo Insigne,1991-06-04,Forward,,87.0
P-15848,not applicable Nacho,1990-01-18,Defender,,79.5
P-56998,Rasoul Khatibi,1978-09-22,Forward,,81.3
